168	113																												52	94		
169	11																															
170	70																							4	7	11	19	23	34	51		
171	11																															
172	26																										38	45	108	114		
173	19																															
174	26																							25	31	45	46	52	63	109		
175	7																											9	22	115		
176	7																													89		
177	63																													77		
178	50																												6	105		
179	11																										24	28	46	52		
180	70																												7	17		
181	11																													77		
182	11																													24		
183	31																											19	94	116		
184	93																													47		
185	4	5	7	8	9	11	14	19	22	23	26	30	33	34	90		42	46	60	65	70	97		105			117					
186	17																													49		
187	26																								1	9	37	52	64	109		
188	30																									2	4	7	52	66		
189	11																															
190	115																															
191	37																															
192	26																										20	41	52	89		
193	30																													17		
194	31																															
195	29																								7	42	51	59	63	66		
196	49																															
197	58																										8	29	55	93		
198	30																										0	2	18	33		
199	50																												19	20		
200	49																															
201	85																															
202	26																													17		
203	49																															
204	7																												24	35		
205	17																													75		
206	58																										7	11	28	42		
207	0																													39		
208	21																															
209	17																												31	39		
210	14																									5	24	31	56	118		
211	12																											6	33	52		
212	50																										5	11	31	52		
213	7																											18	31	53		
214	50																									2	7	17	29	58		
215	53																															
216	53																													37		
217	24																													34		
218	35																															
219	119																													120		
220	50																											31	35	52		
221	35																															
222	50																			0	7	11	17	29	38	53	60	68	121	122		
223	67																													35		
224	94																															
225	50																									17	31	49	52	97		
226	123																											19	26	109		
227	30																							4	72	74	92	100	123	124		
228	77																												17	49		
229	49																															
230	4																									11	24	42	52	59		
231	123																			0	9	11	17	24	26	38	51	53	63	124		
232	7																												24	125		
233	50																							17	29	53	55	87	97	126		
234	30																						13	14	17	26	42	45	50	97		
235	123																											11	14	17		
236	42																										41	53	73	104		
237	42																									7	11	17	93	97		
238	7																											1	2	60		
239	0	7	26		5			17			22	33		43	56					57					60	63	79	89	91	127		
240	0																								2	26	33	35	39	47		
241	11																							7	19	24	31	57	67	82		
242	0																												7	17		
243	50																											56	57	74		
244	30																				7	14	19	24	29	42	43	54	62	128		
245	68																											17	24	35		
246	9																											17	25	31		
247	71																										28	29	78	96		
248	58																									11	17	31	52	60		
249	7																													53		
250	17																													31		
251	50																						5	7	8	17	24	26	56	97		
252	77																															
253	129																															
254	8																												11	34		
255	42																												5	11		
256	31																															
257	31																															
258	50																				0	4	5	7	11	17	24	25	31	35		
259	42																											7	41	130		
260	58																									11	37	39	42	59		
261	58																															
262	25																															
263	34																															
264	73																													6		
265	24																															
266	30																								2	14	17	50	55	60		
267	4																			7	8	11	31	33	56	57	65	92	124	131		
268	49																															
269	42																															
270	123																									0	7	31	42	59		
271	30																										17	24	34	56		
272	4																												2	132		
273	4																							7	27	38	42	56	60	93		
274	0																				2	7	8	9	11	42	46	51	65	72		
275	54																				1	2	5	7	11	17	24	26	34	39		
276	32																				5	7	8	11	17	31	46	60	63	98		
277	32																								0	4	7	17	42	117		
278	30																							0	7	11	17	31	33	92		
279	49																															
280	71																											8	39	133		
281	36																					5	7	24	26	51	65	67	73	125		
282	98																															
283	0																													4		
284	50																									5	7	17	21	51		
285	7																										34	39	46	90		
286	49																															
287	0																												33	134		
288	20																															
289	0																										11	17	45	52		
290	50																															
291	32																						7	11	24	35	49	57	74	135		
292	54																						2	5	7	11	27	42	60	112		
293	50																								5	11	31	58	63	74		
294	29																									7	16	42	59	60		
295	0																											5	24	36		
296	18																													6		
297	47																															
298	35																															
299	29																											0	5	11		
300	50																													17		
301	30																		5	17	26	29	42	49	56	57	63	73	105	125		
302	49																															
303	19																															
304	92																										25	31	35	75		
305	4																										9	23	36	47		
306	24																													94		
307	29																										23	39	98	136		
308	50																						4	5	7	16	32	42	47	119		
309	137																															
310	32																										7	13	52	55		
311	58																									0	33	39	51	69		
312	77																															
313	123																												19	68		
314	11																											5	51	138		
315	24																													109		
316	4																												31	45		
317	96																															
318	50																								0	5	6	28	31	49		
319	62																													42		
320	65																												51	96		
321	17																												49	79		
322	4																													7		
323	32																															
324	30																										5	11	24	51		
325	59																				2	9	11	26	38	41	42	67	85	139		
326	2																													56		
327	4																										5	17	31	52		
328	70																						11	17	25	31	47	60	67	68		
329	54																												23	45		
330	5																										17	31	57	140		
331	31																													85		
332	5																															
333	31																															
334	24																															
335	50																											54	123	141		
336	0																							8	31	34	46	53	68	130		
337	52																															
338	35																															
339	30																							7	11	26	37	64	83	121		
340	50																											0	7	49		
341	30																													17		
342	89																												45	122		
343	74																															
344	26																							9	17	31	39	53	75	109		
345	11																												14	85		
346	0																															
347	30																												7	38		
348	42																									7	14	40	45	140		
349	4																											7	19	90		
350	29																												8	54		
351	59																										22	46	52	60		
352	49																															
353	60																												49	82		
354	42																										2	47	65	76		
355	7																													31		
356	29																															
357	78																															
358	17																													19		
359	7																													56		
360	7																															
361	0																											7	26	105		
362	39																													34		
363	30																							8	14	23	40	50	51	58		
364	4																										7	42	60	65		
365	30																								5	39	42	50	57	60		
366	59																					7	11	26	36	37	41	42	69	81		
367	17																										6	19	39	51		
368	42																								6	26	36	63	78	84		
369	5																															
370	11																													24		
371	59																													23		
372	59																													6		
373	11																											24	38	90		
374	17																													35		
375	70																							0	7	17	39	46	56	60		
376	7																											43	45	57		
377	4																											17	24	38		
378	24																															
379	38																													5		
380	35																															
381	6																															
382	19																													129		
383	92																				14	47	57	60	68	78	84	98	100	142		
384	54																								45	52	68	90	98	115		
385	50																								9	11	39	52	136	143		
386	68																												39	57		
387	50																											4	12	17		
388	54																															
389	92																											7	43	53		
390	6																															
391	52																															
392	5																									17	24	31	39	52		
393	31																															
394	97																															
395	50																												6	7		
396	5																													25		
397	65																											17	56	121		
398	7																															
399	123																											7	11	60		
400	121																											48	56	57		
401	11																													82		
402	7																					5	6	13	17	34	38	44	52	97		
403	11																											7	17	104		
404	4																													11		
405	72																											24	45	75		
406	37																															
407	77																															
408	30																													5		
409	49																															
410	24																															
411	11																									2	7	17	19	24		
412	0																										4	11	52	92		
413	50																								7	31	35	54	70	99		
414	65																											17	37	57		
415	58																								0	4	11	26	42	56		
416	112																									6	31	34	45	78		
417	58																									0	5	8	34	88		
418	29																										17	59	60	65		
419	11																													130		
420	32																									5	17	28	75	97		
421	31																													75		
422	7																															
423	17																															
424	19																															
425	42																											24	39	102		
426	39																															
427	59																											52	109	130		
428	0																							4	5	24	31	42	91	99		
429	7																											34	74	103		
430	31																													67		
431	24																													31		
432	4																												11	17		
433	45																															
434	24																													49		
435	25																															
436	0																											9	18	78		
437	24																												49	102		
438	92																									11	24	31	39	57		
439	63																											31	69	74		
440	29																				2	6	7	11	17	35	56	74	83	107		
441	17																								19	24	49	64	67	95		
442	29																								4	11	31	42	92	138		
443	31																															
444	6																													56		
445	17																												24	51		
446	58																						2	7	11	17	29	52	54	78		
447	31																									20	35	49	56	57		
448	50																										11	23	70	77		
449	29																										11	17	33	42		
450	7																											14	19	24		
451	58																											56	77	126		
452	59																								7	34	36	37	45	77		
453	50																							5	11	17	26	60	78	139		
454	24																												67	100		
455	4																							7	11	15	24	36	43	68		
456	93																													24		
457	5																													17		
458	104																															
459	85																															
460	6																															
461	19																													129		
462	29																													42		
463	7																												46	106		
464	30																										17	37	39	110		
465	30																					1	17	26	42	50	56	78	96	143		
466	11																												7	9		
467	30																										31	42	73	80		
468	7																												17	35		
469	30																												2	107		
470	11																													45		
471	24																													52		
472	58																							7	14	17	39	56	92	132		
473	24																															
474	11																											60	65	112		
475	54																										7	26	49	98		
476	54																												0	11		
477	52																															
478	7																											9	31	34		
479	77																															
480	39																													24		
481	70																	6	7	8	9	13	23	25	26	38	60	63	97	144		
482	30																													31		
483	50																				15	17	27	29	42	57	65	67	71	145		
484	19																															
485	24																												19	57		
486	123																									11	24	31	68	90		
487	63																													47		
488	11																											18	24	36		
489	53																												17	31		
490	70																												79	125		
491	37																															
492	51																											31	45	52		
493	7																												6	9		
494	17																												39	82		
495	19																													146		
496	130																													19		
497	0																												11	31		
498	58																											11	56	78		
499	11																													52		
500	94																													41		
501	7																												24	63		
502	8																												52	94		
503	33																												19	31		
504	4																									6	8	17	34	47		
505	42																					9	19	23	24	31	34	43	66	67		
506	31																													67		
507	7																													26		
508	4																										5	11	24	102		
509	23																													51		
510	51																												33	56		
511	4																							6	24	42	47	52	82	126		
512	65																															
513	6																											41	56	96		
514	31																															
515	7																															
516	19																															
517	35	57			6	25	31							7	36		29			58			59	69	74	83	117	121	125	140		
518	11																													5		
519	5																												24	28		
520	88																															
521	24																													47		
522	0																								11	33	34	38	56	59		
523	54																										7	11	17	42		
524	36																													80		
525	11																													2		
526	31																															
527	7																								2	5	24	34	45	83		
528	93																													5		
529	0																											17	31	66		
530	67																															
531	120																															
532	31																															
533	4																									7	23	52	53	98		
534	31																													120		
535	23																											24	31	46		
536	6																												75	76		
537	4																						6	7	42	72	76	78	82	106		
538	58																											7	8	38		
539	0																													24		
540	30																															
541	30																													17		
542	30																				4	8	17	18	26	52	56	57	65	68		
543	11																															
544	5																												34	35		
545	50																								5	7	22	24	31	51		
546	7																															
547	8																										7	24	26	39		
548	7																															
549	42																													11		
550	92																													34		
551	85																															
552	54																													65		
553	96																															
554	17																											31	35	110		
555	49																															
556	49																															
557	11																							19	26	31	83	86	90	147		
558	49																															
559	26																										17	55	60	64		
560	14																												34	35		
561	11																									5	7	24	31	65		
562	7																															
563	29																							4	5	7	26	60	93	97		
564	50																													17		
565	31																															
566	34																													13		
567	17																										6	13	41	52		
568	8																											7	24	47		
569	78																									19	20	35	57	75		
570	53																															
571	54																							2	11	42	56	65	74	139		
572	42																									5	7	11	34	94		
573	49																															
574	78																													19		
575	49																															
576	35																															
577	17																															
578	54																												18	45		
579	8																											7	26	132		
580	49																															
581	62																										42	65	78	94		
582	42																										14	17	36	60		
583	0																										17	45	49	78		
584	100																													21		
585	30																									2	7	17	19	72		
586	7																													82		
587	58																		4	5	7	22	26	34	43	65	68	72	90	136		
588	32																													39		
589	50																												28	121		
590	37																															
591	60																												37	39		
592	42																													51		
593	17																													31		
594	11																												19	82		
595	0																				4	7	11	14	24	42	56	57	59	141		
596	7																										31	39	40	51		
597	30																						4	5	7	17	39	42	47	50		
598	6																													13		
599	70																												17	94		
600	49																															
601	49																															
602	49																															
603	8																												7	79		
604	58																						7	8	11	23	24	26	31	33		
605	136																															
606	8																										14	24	90	98		
607	29																									0	7	54	125	136		
608	50																					5	7	11	17	19	25	31	35	123		
609	148																															
610	31																															
611	4																							5	17	19	24	26	51	80		
612	11																															
613	29																						0	2	17	26	35	37	41	74		
614	123																							0	7	11	29	42	58	73		
615	123																								7	14	35	36	42	54		
616	24																										13	31	35	82		
617	17																															
618	39																													49		
619	58																											7	39	134		
620	8																									35	39	94	97	149		
621	29																						0	4	5	17	18	24	78	127		
622	29																								0	6	33	51	59	147		
623	17																													55		
624	0																					4	7	14	26	60	67	78	91	93		
625	123																				1	6	7	17	21	27	29	43	74	93		
626	53																												24	39		
627	29																											0	11	17		
628	70																										2	7	23	137		
629	54																				6	7	19	35	56	74	79	104	131	150		
630	29																					0	2	11	17	24	34	38	40	97		
631	29																						0	7	17	34	39	65	124	139		
632	42																												7	41		
633	0																			4	11	20	34	47	62	73	78	100	129	132		
634	5																													24		
635	4																								11	13	42	51	60	79		
636	30																												35	42		
637	29																							7	11	16	39	45	51	52		
638	52																															
639	49																															
640	17																													49		
641	11																						10	17	24	25	31	46	47	67		
642	54																										5	11	17	24		
643	54																					0	17	24	31	34	42	57	79	104		
644	30																									31	50	52	65	75		
645	19																															
646	4																											17	39	65		
647	31																															
648	30																									11	23	42	49	92		
649	32																					31	49	54	57	60	93	100	121	131		
650	6																													31		
651	7																															
652	2																															
653	4																													11		
654	123																													11		
655	9																												24	49		
656	35																															
657	17																												35	39		
658	0																							5	7	11	13	26	34	128		
659	7																												17	41		
660	30																								0	17	18	38	52	120		
661	70																									11	14	31	33	60		
662	30																											0	19	45		
663	50																									5	6	26	65	92		
664	65																															
665	7																											17	31	65		
666	17																												19	35		
667	7																												68	76		
668	50																										11	17	31	42		
669	26																											5	38	53		
670	24																															
671	29																															
672	30																				6	7	17	35	46	54	76	125	128	136		
673	32																												14	35		
674	50																						4	6	8	21	33	39	86	123		
675	58																											7	53	60		
676	5																												6	39		
677	7																								2	28	41	52	69	97		
678	30																				5	7	17	31	33	34	39	57	70	135		
679	29																										7	35	51	85		
680	8																										9	11	17	38		
681	50																										6	7	17	25		
682	39																													6		
683	32																												29	85		
684	42																							7	11	25	43	78	97	117		
685	7																												17	90		
686	41																															
687	17																													79		
688	126																															
689	5																										88	89	119	151		
690	4																										17	26	31	97		
691	4																															
692	26																											18	61	107		
693	29																											17	59	92		
694	7																								2	24	35	51	57	98		
695	58																										18	24	31	49		
696	11																								2	5	26	56	81	119		
697	17																								13	31	34	49	52	94		
698	30																										7	8	17	139		
699	5																											35	52	56		
700	7																										6	26	69	97		
701	24																													47		
702	30																												14	29		
703	17																											31	52	110		
704	7																											24	39	56		
705	17																															
706	32																								7	11	51	82	92	94		
707	4																										7	14	28	92		
708	50																							5	11	51	52	56	71	74		
709	50																							7	11	26	31	35	47	68		
710	30																								0	2	3	39	52	138		
711	18																										34	35	43	152		
712	17																													35		
713	49																															
714	5																													37		
715	60																													37		
716	17																													49		
717	17																															
718	53																													17		
719	17																															
720	17																													52		
721	19																															
722	0																								5	17	24	26	74	97		
723	24																													31		
724	39																															
725	65																										6	17	39	86		
726	29																										2	8	17	42		
727	66																											17	24	35		
728	4																											17	31	66		
729	36																												49	86		
730	7																									5	19	45	57	94		
731	123																								7	11	14	17	29	65		
732	92																									7	19	20	28	41		
733	30																					2	11	18	24	31	38	51	62	145		
734	29																												17	19		
735	29																															
736	50																												19	20		
737	32																											56	92	93		
738	49																															
739	50																									7	11	19	42	80		
740	4																										5	7	26	60		
741	30																									16	17	31	35	87		
742	50																												1	4		
743	29																											4	5	42		
744	4																											27	39	132		
745	5																															
746	30																												17	125		
747	19																															
748	62																													31		
749	53																													17		
750	26																												19	21		
751	77																												33	87		
752	50																										17	31	49	52		
753	11																															
754	63																												24	53		
755	152																															
756	49																															
757	6																															
758	59																											7	11	60		
759	58																									1	4	17	19	35		
760	30																	0	7	9	11	17	32	33	38	43	58	60	65	72		
761	58																								7	19	24	29	56	65		
762	30																						0	11	24	36	42	58	69	92		
763	43																													95		
764	32																									11	12	34	36	78		
765	135																													74		
766	17																												31	37		
767	7																															
768	58																											7	42	60		
769	17																													35		
770	62																										11	28	64	104		
771	30																							0	9	17	57	60	72	80		
772	113																						5	19	31	36	42	77	78	112		
773	92																												11	27		
774	4																												7	17		
775	11																										9	25	76	124		
776	70																									7	11	21	29	71		
777	11																											2	7	19		
778	26																															
779	50																												11	29		
780	49																												20	75		
781	0	2	32	59		5	7	26		17		20	31		47	70		78				80					127		92	109		
782	36																							2	5	7	13	18	24	63		
783	123																											17	31	37		
784	7																													63		
785	49																															
786	32																									6	13	17	18	126		
787	17																												35	82		
788	130																													24		
789	42																											11	31	52		
790	39																															
791	30																						2	7	17	24	51	54	65	87		
792	32																										7	60	62	140		
793	43																													1		
794	0																		2	4	5	17	24	31	47	52	62	67	103	120		
795	50																				7	14	17	24	29	35	42	58	59	69		
796	42																		7	11	17	31	36	41	60	72	78	92	98	131		
797	42																											5	7	17		
798	19																															
799	30																													49		
800	42																											6	7	14		
801	59																							11	18	24	31	35	56	60		
802	54																															
803	4																							1	2	7	13	17	34	35		
804	30																										46	53	58	90		
805	30																										2	37	50	117		
806	31																													35		
807	77																															
808	29																									6	7	39	51	78		
809	7																										24	35	39	96		
810	58																						5	7	14	26	27	33	60	101		
811	7																													75		
812	19																															
813	58																										2	18	51	62		
814	42																													21		
815	49																															
816	0																						7	14	19	24	42	60	74	125		
817	8																							6	7	11	52	56	93	120		
818	42																										5	9	15	63		
819	4																										17	26	35	145		
820	29																				6	7	11	14	42	65	68	86	98	105		
821	32																										7	14	23	58		
822	0																						2	7	17	35	39	62	74	86		
823	123																			2	4	6	8	11	21	29	34	60	90	105		
824	9																												17	66		
825	0																									7	19	21	24	93		
826	37																															
827	123																						2	7	11	17	25	35	53	57		
828	0																												4	8		
829	30																								4	7	29	36	42	78		
830	0																													7		
831	71																									11	19	26	42	85		
832	0																					5	7	17	26	49	92	98	115	125		
833	50																													65		
834	35																															
835	7																													5		
836	5																															
837	5																															
838	24																															
839	59																											7	60	65		
840	36																											7	17	39		
841	30																													31		
842	153																								1	7	21	31	52	151		
843	0																			6	7	11	14	27	28	31	33	36	60	88		
844	29																							0	17	26	34	42	68	92		
845	7																									5	6	49	57	78		
846	11																													60		
847	29																													11		
848	101																					5	6	7	11	59	63	66	82	94		
849	11																							7	26	33	35	65	78	138		
850	4																				5	7	14	42	57	59	60	68	85	97		
851	6																															
852	50																				1	3	11	17	24	35	56	58	61	117		
853	123																								9	28	42	46	53	60		
854	32																		2	4	8	11	13	14	16	17	33	36	42	132		
855	59																								2	7	34	52	60	145		
856	90																													67		
857	60																															
858	29																										19	25	42	52		
859	32																			7	11	17	18	19	24	31	34	58	60	65		
860	32																7	8	11	31	34	42	51	52	54	58	66	83	104	153		
861	29																	4	5	7	11	17	19	24	42	45	51	52	68	93		
862	36																													73		
863	33																															
864	30																			5	7	17	29	31	36	42	50	63	77	97		
865	59																											78	130	138		
866	24																											31	57	75		
867	50																							0	16	26	32	42	53	59		
868	7																								18	28	31	34	35	65		
869	77																													17		
870	30																											0	4	17		
871	42																							7	23	44	51	52	95	115		
872	50																												17	85		
873	50																			0	4	7	33	36	39	59	60	70	72	97		
874	29																											7	9	42		
875	34																															
876	33																													56		
877	59																													60		
878	5																												6	53		
879	58																													29		
880	19																													52		
881	26																										5	6	38	97		
882	29																												49	104		
883	58																						25	27	31	35	53	59	60	74		
884	23																															
885	62																									7	17	23	34	40		
886	128																													87		
887	42																								5	6	17	24	28	92		
888	32																								18	31	35	48	49	54		
889	32																												11	89		
890	101																												6	9		
891	49																															
892	11																									7	17	51	57	90		
893	32																						7	19	35	51	58	78	82	135		
894	11																													67		
895	4																													7		
896	7																												35	109		
897	29																										39	54	56	59		
898	50																										17	31	45	62		
899	7																												17	25		
900	17																													31		
901	0																											4	8	11		
902	7																								24	31	52	61	65	97		
903	39																												19	31		
904	4																	5	6	7	11	34	39	56	66	68	77	78	81	105		
905	97																												35	39		
906	31																															
907	70																							0	6	7	52	63	90	108		
908	45																															
909	7																							6	9	24	26	27	35	67		
910	42																													60		
911	31																												49	52		
912	26																								2	24	49	94	121	139		
913	24																										19	31	34	57		
914	36																													21		
915	4																									24	42	77	78	100		
916	70																5	23	24	25	29	34	35	39	45	52	60	62	65	94		
917	58																							0	13	18	19	31	49	51		
918	53																									17	31	67	109	154		
919	50																												17	31		
920	50																							0	5	7	17	24	31	57		
921	42																								5	7	9	14	52	117		
922	7																													9		
923	30																							3	5	11	17	39	42	71		
924	31																													52		
925	31																													19		
926	30																													108		
927	59																									7	35	41	60	73		
928	49																															
929	30																										23	31	58	91		
930	30																7	14	15	25	26	27	33	45	54	74	76	107	121	125		
931	59																							6	7	33	42	52	53	131		
932	30																													17		
933	35																															
934	117																													35		
935	4																													35		
936	29																							5	7	17	21	35	59	62		
937	17																										6	45	85	138		
938	85																													21		
939	88																													121		
940	0																												52	57		
941	92																												19	93		
942	7																											39	41	86		
943	96																															
944	54																															
945	11																											7	23	75		
946	7																												17	52		
947	58																								4	31	52	57	62	68		
948	4			24						5		7	11	14				21	34	49		39	59	60	62	63	67	72	77	85	89	
949	32																							0	11	21	23	58	60	75		
950	11																													75		
951	50																												24	82		
952	7																												60	72		
953	17																													6		
954	56																															
955	77																													35		
956	26																									27	35	60	65	67		
957	7																												35	90		
958	92																							6	7	17	23	24	63	65		
959	113																										23	34	97	155		
960	89																												13	115		
961	4																					11	23	31	34	42	51	65	91	132		
962	11																												5	7		
963	25																															
964	77																															
965	4																												69	74		
966	30																							0	5	7	34	39	97	112		
967	14																										79	87	98	99		
968	11																											38	45	117		
969	4																											25	39	49		
970	0																						5	17	23	36	42	51	64	97		
971	18																										31	52	85	89		
972	29																															
973	26																										5	33	66	91		
974	0																						5	7	11	19	34	45	63	78		
975	5																											19	51	94		
976	19																												82	129		
977	62																															
978	58																												11	31		
979	47			25			2	39			9		5	7	11		0			50			57		59	60	65	78	79	131		
980	13	30				6		27				5	11	18		4		25	32		34	45		39	42	51	58	80	114	125	140	
981	61																												31	96		
982	30																								6	14	17	19	40	92		
983	8																									5	42	52	63	65		
984	30																											6	7	41		
985	7																													35		
986	65																											56	96	111		
987	36																						25	31	46	52	63	74	87	140		
988	32																									11	13	24	60	78		
989	57				45	46	47		6		23	33		9		5	7	26			58						60	65	72	114		
990	0						6	13				9		5	7	11	26			35				39	41	57	60	74	119	135		
991	149																															
992	9																												2	124		
993	50																				21	26	41	52	65	80	90	109	119	126		
994	0																													92		
995	11																												60	139		
996	32	57		13	24	34			15	23	65		4	5	7	8	11	14	42	60	68	78			84	99	100	115		117		
997	77																															
998	58																										17	29	35	77		
999	58																					1	2	4	5	11	27	61	76	145		
1000	92																											31	56	65		
1001	4																					5	8	21	42	52	62	72	80	93		
1002	60																										9	24	49	52		
1003	59																					11	14	17	34	42	56	65	68	88		
1004	59																									6	23	52	60	63		
1005	17																													13		
1006	77																													13		
1007	6																												28	34		
1008	7																											14	67	98		
1009	7																															
1010	0																											5	38	59		
1011	29					11						17				37	39	42	52	62	65	68	85	92	97	105	107	125	153	156		
1012	58																								0	3	7	21	42	62		
1013	71																			2	4	5	8	11	15	26	38	42	81	135		
1014	2																													35		
1015	38																													5		
1016	29																		4	5	7	11	14	23	26	38	39	52	65	92		
1017	24																															
1018	8																										7	13	24	65		
1019	7																													15		
1020	25																															
1021	30																										2	13	32	38		
1022	7																													23		
1023	50																											42	65	121		
1024	62																											31	46	64		
1025	51																															
1026	42																							2	9	11	21	45	74	98		
1027	18																													24		
1028	92																															
1029	29																										24	52	67	85		
1030	58																											7	17	19		
1031	49																											47	52	85		
1032	5																													2		
1033	5																		2	25	27	31	33	34	35	56	57	60	69	72		
1034	8																							5	26	35	37	52	63	85		
